source,target
59-847,b-LucBouganim
122-8732,73-343
h-BarbaraHammer,73-343
42-1154,41-3679
42-1154,c-WeiChen1
42-1154,73-343
42-1154,147-1186
247-8159,r-UweRohm
70-8153,20-3716
70-8153,218-5225
224-6736,218-5225
318-9125,218-5225
26-3914,48-760
26-3914,72-5025
26-3914,85-7266
26-3914,40-2043
26-3914,119-6833
26-3914,22-6289
26-3914,22-1102
26-3914,121-2219
26-3914,79-848
26-3914,41-2436
26-3914,198-8890
26-3914,198-8834
26-3914,44-8505
26-3914,166-1986
26-3914,88-11528
26-3914,225-0562
26-3914,02-3940
26-3914,79-2629
26-3914,220-9860
26-3914,299-3197
26-3914,272-7156
26-3914,43-5479
26-3914,p-AuroraPozo
26-3914,299-2880
26-3914,258-3804
26-3914,137-6474
26-3914,11-1137
26-3914,l-SabineLoucherRabaseda
26-3914,02-5335
26-3914,80-264
26-3914,258-3788
26-3914,151-0874
26-3914,213-8836
26-3914,225-0552
26-3914,290-4450
26-3914,355-4602
26-3914,323-8218
26-3914,355-4630
26-3914,323-7484
26-3914,97-10021
26-3914,76-10022
26-3914,31-10021
26-3914,64-10022
26-3914,72-10021
26-3914,315-0095
26-3914,323-7576
26-3914,225-0576
26-3914,00-1015
26-3914,210-5765
26-3914,60-3312
26-3914,72-463
26-3914,68-8419
225-0552,t-YannisTheodoridis
60-3312,34-5594
60-3312,88-6466-1
92-2820,07-6901
92-2820,k-DirkKukulenz
92-2820,94-4431
92-2820,92-265
92-2820,58-4079
92-2820,06-4618
92-2820,m-MarkSManasse
92-2820,116-4764
92-2820,49-5701
92-2820,117-0545
92-2820,56-6789-1
92-2820,g-SreenivasGollapudi
92-2820,42-92
92-2820,97-5249
92-2820,03-2902-6
92-2820,60-4729
92-2820,55-693
92-2820,48-2588
92-2820,72-4686
92-2820,43-4174
g-SreenivasGollapudi,05-5881
42-92,05-5881
151-6417,78-3624
151-6417,117-5646
151-6417,150-6862
151-6417,131-4399
151-6417,176-9781
55-3364,32-1304
55-3364,87-10857
55-3364,02-2825
55-3364,249-9667
55-3364,340-3480
55-3364,286-9999
55-3364,331-3739
55-3364,272-7949
55-3364,192-7620
55-3364,357-4698
55-3364,80-8422
55-3364,11-4926
55-3364,89-1615
55-3364,331-0045
55-3364,361-0299
55-3364,129-4283
55-3364,129-1458
55-3364,40-11268
55-3364,11-3799-2
55-3364,67-654-1
55-3364,86-5223
55-3364,76-1820-86
55-3364,79-4816
55-3364,270-2482
55-3364,319-3768
55-3364,372-1804
55-3364,89-6869-2
55-3364,135-5239
55-3364,210-3306
55-3364,243-3904
55-3364,359-0727
55-3364,251-2848
55-3364,33-1366
55-3364,63-6424
55-3364,221-5554
11-4926,35-1895-1
89-1615,w-YangWang9
w-XiaoyangSeanWang,58-1568
w-XiaoyangSeanWang,172-2678
w-XiaoyangSeanWang,09-10756
w-XiaoyangSeanWang,184-8069
w-XiaoyangSeanWang,96-1970
w-XiaoyangSeanWang,44-3441
w-XiaoyangSeanWang,41-10801
w-XiaoyangSeanWang,306-1427
w-XiaoyangSeanWang,306-1702
w-XiaoyangSeanWang,223-9032
w-XiaoyangSeanWang,122-2697
w-XiaoyangSeanWang,83-7114
w-XiaoyangSeanWang,83-7116
w-XiaoyangSeanWang,49-7117
w-XiaoyangSeanWang,23-1761
w-XiaoyangSeanWang,30-8257
w-XiaoyangSeanWang,95-5200
w-XiaoyangSeanWang,33-6524
w-XiaoyangSeanWang,11-820
w-XiaoyangSeanWang,28-4191
w-XiaoyangSeanWang,194-4593
w-XiaoyangSeanWang,256-6619
w-XiaoyangSeanWang,219-5728
w-XiaoyangSeanWang,256-6576
w-XiaoyangSeanWang,329-3517
w-XiaoyangSeanWang,266-7976
w-XiaoyangSeanWang,352-6493
w-XiaoyangSeanWang,45-6891
w-XiaoyangSeanWang,234-9554
w-XiaoyangSeanWang,43-1977
w-XiaoyangSeanWang,10-5083
w-XiaoyangSeanWang,e-TarekAElGhazawi
w-XiaoyangSeanWang,68-2943
w-XiaoyangSeanWang,26-2858
w-XiaoyangSeanWang,21-4141
w-XiaoyangSeanWang,214-4297
w-XiaoyangSeanWang,55-11040
w-XiaoyangSeanWang,48-2168-9
w-XiaoyangSeanWang,53-5350
w-XiaoyangSeanWang,07-3882
w-XiaoyangSeanWang,135-8980
w-XiaoyangSeanWang,266-6086
w-XiaoyangSeanWang,345-6402
w-XiaoyangSeanWang,249-6945
w-XiaoyangSeanWang,00-5319
w-XiaoyangSeanWang,47-4826-24
w-XiaoyangSeanWang,180-8215
w-XiaoyangSeanWang,86-475-3
w-XiaoyangSeanWang,w-DumindaWijesekera
w-XiaoyangSeanWang,g-SeymourGinsburg
w-XiaoyangSeanWang,180-8284
w-XiaoyangSeanWang,59-2544
w-XiaoyangSeanWang,205-7885
w-XiaoyangSeanWang,138-1807
w-XiaoyangSeanWang,81-7344
w-XiaoyangSeanWang,89-3517
w-XiaoyangSeanWang,07-6538
w-XiaoyangSeanWang,94-8184
w-XiaoyangSeanWang,352-6910
w-XiaoyangSeanWang,352-6148
w-XiaoyangSeanWang,157-2749
w-XiaoyangSeanWang,85-5316
w-XiaoyangSeanWang,23-5636
w-XiaoyangSeanWang,m-AmihaiMotro
w-XiaoyangSeanWang,s-EdgarHSibley
w-XiaoyangSeanWang,84-2200
w-XiaoyangSeanWang,27-6086
w-XiaoyangSeanWang,76-5734
w-XiaoyangSeanWang,46-5068
w-XiaoyangSeanWang,80-4295
w-XiaoyangSeanWang,43-1634
w-XiaoyangSeanWang,219-5843
w-XiaoyangSeanWang,11-5717
w-XiaoyangSeanWang,158-8310
w-XiaoyangSeanWang,16-6266
w-XiaoyangSeanWang,344-4329
w-XiaoyangSeanWang,345-7820
w-XiaoyangSeanWang,152-3894
w-XiaoyangSeanWang,10-3878-1
w-XiaoyangSeanWang,163-3716
w-XiaoyangSeanWang,51-2976
w-XiaoyangSeanWang,m-AliMili
w-XiaoyangSeanWang,18-4217
w-XiaoyangSeanWang,160-1299
w-XiaoyangSeanWang,99-5790
w-XiaoyangSeanWang,35-5380
w-XiaoyangSeanWang,09-2182
w-XiaoyangSeanWang,64-1460
w-XiaoyangSeanWang,09-67
w-XiaoyangSeanWang,98-6125
w-XiaoyangSeanWang,43-3362-6
w-XiaoyangSeanWang,275-3599
w-XiaoyangSeanWang,223-9038
w-XiaoyangSeanWang,65-859
w-XiaoyangSeanWang,136-8446
w-XiaoyangSeanWang,289-8867
w-XiaoyangSeanWang,219-2235
w-XiaoyangSeanWang,55-10782
09-10756,52-4954-1
184-8069,52-4954-1
11-820,49-6395
07-3882,39-5361
43-1634,52-4954-1
16-6266,50-4597
16-6266,30-841
66-2556,169-7346
66-2556,68-5266
66-2556,94-2918
66-2556,153-5250
66-2556,153-5259
66-2556,293-7155
66-2556,182-3013
66-2556,190-7610
66-2556,251-9515
66-2556,251-9605
66-2556,39-6301-19
66-2556,220-3236
66-2556,268-7994
66-2556,40-6068-1
66-2556,45-9934
66-2556,216-5070
66-2556,201-1924
66-2556,140-9476
66-2556,80-1851
66-2556,138-8544
66-2556,188-3402
66-2556,211-3848
66-2556,76-2789
66-2556,145-2133
66-2556,08-2446
66-2556,211-1570
66-2556,02-5889-39
66-2556,252-0460
66-2556,29-8234
66-2556,367-0482
66-2556,367-1484
66-2556,367-0163
66-2556,40-6311-3
293-7155,42-3296
293-7155,06-9379
182-3013,42-3296
182-3013,32-6122
182-3013,06-9379
190-7610,42-3296
190-7610,06-9379
251-9515,139-0871
251-9605,139-0871
39-6301-19,139-0871
45-9934,42-3296
45-9934,06-9379
216-5070,42-3296
216-5070,06-9379
201-1924,32-6122
138-8544,32-6122
40-6311-3,42-3296
40-6311-3,06-9379
n-HungQNgo,m-SunuMathew
n-HungQNgo,w-YangWang14
n-HungQNgo,78-6802
n-HungQNgo,124-3768-2
n-HungQNgo,243-1073
n-HungQNgo,13-2526
n-HungQNgo,03-4959
n-HungQNgo,s-REKurtStirewalt
n-HungQNgo,44-10672
n-HungQNgo,01-10672
n-HungQNgo,32-2881
n-HungQNgo,c-GianfrancoCiardo
n-HungQNgo,30-4003
n-HungQNgo,120-7716
n-HungQNgo,241-9581
n-HungQNgo,194-2327
n-HungQNgo,94-2406
n-HungQNgo,10-8356
n-HungQNgo,152-4678
n-HungQNgo,152-4760
n-HungQNgo,152-4637
n-HungQNgo,152-4701
n-HungQNgo,43-3355
n-HungQNgo,74-201
n-HungQNgo,p-DPointcheval
n-HungQNgo,115-6313
n-HungQNgo,51-4580
n-HungQNgo,29-4259
n-HungQNgo,s-ArunabhaSen
n-HungQNgo,54-7883
n-HungQNgo,15-3748
n-HungQNgo,56-3266
n-HungQNgo,122-9756
n-HungQNgo,52-6182
n-HungQNgo,51-1567
n-HungQNgo,69-775-1
n-HungQNgo,218-5378
n-HungQNgo,122-8211
n-HungQNgo,122-8298
n-HungQNgo,52-2386
n-HungQNgo,64-3685
n-HungQNgo,194-0763
n-HungQNgo,194-0768
n-HungQNgo,149-5922
n-HungQNgo,43-4326
n-HungQNgo,v-VanHVu
n-HungQNgo,g-RLGraham
n-HungQNgo,h-DFrankHsu
n-HungQNgo,25-5189
n-HungQNgo,95-6103
n-HungQNgo,37-718
n-HungQNgo,13-4177
n-HungQNgo,54-5929
n-HungQNgo,10-2031
n-HungQNgo,h-FrankKHwang
n-HungQNgo,40-1507
n-HungQNgo,71-6587
n-HungQNgo,16-5814
n-HungQNgo,04-1137
n-HungQNgo,67-5160-1
n-HungQNgo,88-4619
n-HungQNgo,98-5826
n-HungQNgo,11-3879
n-HungQNgo,120-8494
n-HungQNgo,69-6127
n-HungQNgo,24-4536
78-6802,87-6573
78-6802,a-IraAssent
120-7716,181-5823
v-VanHVu,d-AnHaiDoan
136-7969,193-2175
136-7969,358-7072
136-7969,58-1060
136-7969,149-1426
136-7969,z-ShlomoZilberstein
136-7969,295-3522
136-7969,242-4687
136-7969,276-7144
136-7969,225-3583
136-7969,68-10670
136-7969,318-9505
136-7969,338-1360
136-7969,155-6155
193-2175,131-4202
358-7072,131-4202
58-1060,131-4202
295-3522,09-3012
225-3583,30-7183
68-10670,71-1647
338-1360,131-4202
131-4202,153-7633
131-4202,312-6810
131-4202,08-7068
131-4202,287-9498
131-4202,88-8066
131-4202,119-5078
131-4202,08-42
131-4202,318-9191
131-4202,181-8127
131-4202,31-5509-3
131-4202,240-2624
131-4202,141-9910
131-4202,144-1354
131-4202,124-2107
131-4202,74-1206
131-4202,318-9067
131-4202,148-2927
131-4202,288-9763
131-4202,07-4002
131-4202,166-6941
131-4202,21-1048-15
131-4202,287-9765
131-4202,125-0591
131-4202,181-5932
124-2107,41-3679
287-9765,41-3679
181-5932,41-3679
20-3716,05-1542
20-3716,30-8406
20-3716,87-10627
20-3716,41-294-1
20-3716,09-10639
20-3716,80-43-1
20-3716,78-2639
20-3716,78-1386
20-3716,16-1234
20-3716,238-9704
20-3716,160-3973
20-3716,328-6179
20-3716,218-2224
20-3716,191-5350
20-3716,177-0938
20-3716,243-0219
20-3716,71-10294
20-3716,193-2124
20-3716,281-0986
20-3716,258-7843
20-3716,39-3727
20-3716,245-1816
20-3716,245-1802
20-3716,204-2332
20-3716,181-2672
20-3716,89-1232
20-3716,264-2916
20-3716,00-4936
20-3716,267-5250
20-3716,272-0811
20-3716,277-7826
20-3716,159-4472
20-3716,174-9967
20-3716,234-6898
20-3716,65-4065-2
20-3716,42-8590
20-3716,34-732
20-3716,130-0742
20-3716,243-0807
20-3716,155-7355
20-3716,33-2980
20-3716,260-4173
20-3716,76-11097
20-3716,04-11146
20-3716,246-4758
09-10639,d-GDobbie
16-1234,06-11411
238-9704,06-11411
160-3973,06-11411
191-5350,s-TimosKSellis
191-5350,85-1868-7
177-0938,s-TimosKSellis
177-0938,j-HVJagadish
177-0938,06-11411
245-1816,98-6613-15
245-1802,98-6613-15
204-2332,85-1868-7
181-2672,c-WeiChen1
174-9967,33-1903
234-6898,85-1868-7
243-0807,143-0258-1
243-0807,78-4413
155-7355,s-TimosKSellis
76-11097,04-10606
76-11097,85-1868-7
218-9188,170-4743
218-9188,226-0775
218-9188,220-3570
218-9188,86-4969
218-9188,78-10238
218-9188,135-1082
218-9188,218-8419
218-9188,94-10496
170-4743,29-11192
135-1082,23-816
135-1082,s-RenukaSindhgatta
94-10496,s-RenukaSindhgatta
r-UweRohm,79-3038
r-UweRohm,31-3933
r-UweRohm,69-7568
r-UweRohm,78-5798
r-UweRohm,240-7231
r-UweRohm,23-6372
r-UweRohm,240-7039
r-UweRohm,240-7154
r-UweRohm,41-69
r-UweRohm,150-6930
r-UweRohm,135-4671
r-UweRohm,05-2099
r-UweRohm,98-5180
r-UweRohm,50-7967
r-UweRohm,33-7967
r-UweRohm,07-2418
r-UweRohm,95-4645
r-UweRohm,98-371
r-UweRohm,35-2834
r-UweRohm,234-5444
r-UweRohm,39-4287
r-UweRohm,16-7426
r-UweRohm,30-373
r-UweRohm,47-4716
r-UweRohm,57-3408
r-UweRohm,213-1417
r-UweRohm,17-5450
r-UweRohm,58-4211
r-UweRohm,26-2184
r-UweRohm,147-8545
r-UweRohm,147-8546
r-UweRohm,208-4302
r-UweRohm,175-6300
r-UweRohm,173-3539
r-UweRohm,10-5267
r-UweRohm,164-7291
r-UweRohm,219-5815
35-2834,47-179
47-4716,87-6573
49-1457-2,96-4282-44
49-1457-2,305-6453
49-1457-2,00-5012-24
49-1457-2,157-3074
49-1457-2,230-3737
49-1457-2,186-8961
49-1457-2,158-8256
49-1457-2,196-6861
49-1457-2,16-1093
49-1457-2,216-2736
49-1457-2,20-5353
49-1457-2,51-7820
49-1457-2,251-3170
49-1457-2,57-8493
49-1457-2,216-5252
49-1457-2,17-2148
49-1457-2,247-8426
49-1457-2,185-1354
49-1457-2,349-8048
49-1457-2,122-0054
49-1457-2,134-1248
49-1457-2,36-1207
49-1457-2,203-3605-1
49-1457-2,245-9449
49-1457-2,52-1775
49-1457-2,280-3319
49-1457-2,91-4193
49-1457-2,232-3256
49-1457-2,179-2210
49-1457-2,260-5558
49-1457-2,344-9908
49-1457-2,345-0064
49-1457-2,259-4163
49-1457-2,237-8078
49-1457-2,315-0762
49-1457-2,274-2421
49-1457-2,284-7658
49-1457-2,06-8462
49-1457-2,235-0701
49-1457-2,344-9771
49-1457-2,211-8085
49-1457-2,344-9738
49-1457-2,344-9279
49-1457-2,62-3980
49-1457-2,227-3174
57-8493,199-6298
17-2148,178-8590
260-5558,178-8590
344-9908,178-8590
345-0064,178-8590
345-0064,14-8543
259-4163,178-8590
274-2421,178-8590
211-8085,178-8590
344-9738,178-8590
62-3980,178-8590
83-11148,s-OferStrichman
83-11148,82-11151
s-OferStrichman,07-201-1
s-JuliaStoyanovich,279-2928
s-JuliaStoyanovich,185-7739
s-JuliaStoyanovich,232-8479
s-JuliaStoyanovich,31-9580
s-JuliaStoyanovich,195-5548
s-JuliaStoyanovich,195-6221
s-JuliaStoyanovich,82-10396
s-JuliaStoyanovich,54-9917
s-JuliaStoyanovich,179-6075
s-JuliaStoyanovich,184-4409
s-JuliaStoyanovich,17-2183
s-JuliaStoyanovich,294-9469
s-JuliaStoyanovich,307-3347
s-JuliaStoyanovich,74-3546
s-JuliaStoyanovich,28-4422
s-JuliaStoyanovich,45-5086
s-JuliaStoyanovich,44-441
s-JuliaStoyanovich,312-4320
s-JuliaStoyanovich,312-5131
s-JuliaStoyanovich,312-4519
s-JuliaStoyanovich,312-4702
s-JuliaStoyanovich,269-9658
s-JuliaStoyanovich,168-1943
s-JuliaStoyanovich,242-0540
s-JuliaStoyanovich,01-8986
s-JuliaStoyanovich,94-190-1
s-JuliaStoyanovich,83-5012
s-JuliaStoyanovich,12-6911
s-JuliaStoyanovich,72-7609
s-JuliaStoyanovich,68-9254
s-JuliaStoyanovich,359-4178
s-JuliaStoyanovich,200-5474
s-JuliaStoyanovich,359-6311
s-JuliaStoyanovich,170-8122
s-JuliaStoyanovich,358-1749
s-JuliaStoyanovich,139-4329
s-JuliaStoyanovich,255-9368
s-JuliaStoyanovich,295-8635
s-JuliaStoyanovich,322-6636
s-JuliaStoyanovich,94-4154
s-JuliaStoyanovich,40-1309
s-JuliaStoyanovich,w-RosinaWeber
s-JuliaStoyanovich,35-3993
s-JuliaStoyanovich,132-8779
s-JuliaStoyanovich,55-2806
s-JuliaStoyanovich,43-6414
s-JuliaStoyanovich,339-8724
s-JuliaStoyanovich,130-3774
s-JuliaStoyanovich,184-4830
s-JuliaStoyanovich,367-4401
s-JuliaStoyanovich,195-5341
s-JuliaStoyanovich,340-3970
s-JuliaStoyanovich,349-0107
s-JuliaStoyanovich,206-6089
195-5548,24-279
17-2183,80-8429
242-0540,25-3618
358-1749,j-HVJagadish
358-1749,135-4661
55-2806,58-3771
m-TovaMilo,42-3838
m-TovaMilo,348-7820
m-TovaMilo,234-7923
m-TovaMilo,181-5730
m-TovaMilo,131-4773
m-TovaMilo,151-6806
m-TovaMilo,295-6835
m-TovaMilo,200-9037
m-TovaMilo,79-7933
m-TovaMilo,63-7933
m-TovaMilo,75-2308
m-TovaMilo,72-4737
m-TovaMilo,20-563
m-TovaMilo,200-2391
m-TovaMilo,49-4269
m-TovaMilo,61-367
m-TovaMilo,59-1701
m-TovaMilo,07-6345
m-TovaMilo,92-4043
m-TovaMilo,59-2346
m-TovaMilo,06-894
m-TovaMilo,160-1099
m-TovaMilo,68-4345
m-TovaMilo,328-5941
m-TovaMilo,12-1663
m-TovaMilo,31-8178
m-TovaMilo,08-4162
m-TovaMilo,225-5206
m-TovaMilo,329-5228
m-TovaMilo,177-6261
m-TovaMilo,48-228
m-TovaMilo,228-2575
m-TovaMilo,261-1890
m-TovaMilo,242-5140
m-TovaMilo,266-5742
m-TovaMilo,88-2181
m-TovaMilo,237-3655
m-TovaMilo,148-1319
m-TovaMilo,219-9702
m-TovaMilo,52-4858
m-TovaMilo,40-7449
m-TovaMilo,207-9945
m-TovaMilo,89-109
m-TovaMilo,45-3107
m-TovaMilo,06-3668
m-TovaMilo,40-1705
m-TovaMilo,03-2176
m-TovaMilo,45-150
m-TovaMilo,247-8523
m-TovaMilo,78-5940
m-TovaMilo,98-1289
m-TovaMilo,16-1035
m-TovaMilo,41-6068
m-TovaMilo,14-2667
m-TovaMilo,83-4977
151-6806,98-6876
200-9037,185-4349
07-6345,98-6876
12-1663,a-BAmann
31-8178,98-6876
08-4162,98-6876
225-5206,98-6876
329-5228,98-6876
228-2575,185-4349
242-5140,98-6876
148-1319,98-6876
207-9945,185-4349
06-3668,a-BAmann
45-150,c-SaraCohen
78-5940,a-BAmann
98-1289,a-BAmann
16-1035,a-BAmann
41-6068,a-BAmann
14-2667,a-BAmann
83-4977,a-BAmann
c-SurajitChaudhuri,181-2732
c-SurajitChaudhuri,41-7532
c-SurajitChaudhuri,97-5651
c-SurajitChaudhuri,30-1809
c-SurajitChaudhuri,43-499
c-SurajitChaudhuri,208-0023
c-SurajitChaudhuri,309-5894
c-SurajitChaudhuri,309-6286
c-SurajitChaudhuri,309-5790
c-SurajitChaudhuri,95-11518
c-SurajitChaudhuri,167-2111
c-SurajitChaudhuri,197-6899
c-SurajitChaudhuri,72-7237
c-SurajitChaudhuri,82-5967
c-SurajitChaudhuri,81-7801
c-SurajitChaudhuri,57-2527
c-SurajitChaudhuri,32-6006
c-SurajitChaudhuri,52-1171
c-SurajitChaudhuri,01-579
c-SurajitChaudhuri,56-16
c-SurajitChaudhuri,11-780
c-SurajitChaudhuri,02-11507
c-SurajitChaudhuri,198-0863
c-SurajitChaudhuri,85-292
c-SurajitChaudhuri,142-1427
c-SurajitChaudhuri,198-1447
c-SurajitChaudhuri,33-6917
c-SurajitChaudhuri,93-3997
c-SurajitChaudhuri,55-4458
c-SurajitChaudhuri,c-KennethWardChurch
c-SurajitChaudhuri,222-9645
c-SurajitChaudhuri,220-9205
c-SurajitChaudhuri,273-6896
c-SurajitChaudhuri,300-4383
c-SurajitChaudhuri,35-10074
c-SurajitChaudhuri,273-7130
c-SurajitChaudhuri,273-7034
c-SurajitChaudhuri,211-2846
c-SurajitChaudhuri,70-6074
c-SurajitChaudhuri,65-6367
c-SurajitChaudhuri,y-TakWYan
c-SurajitChaudhuri,r-MendelRosenblum
c-SurajitChaudhuri,21-6018
c-SurajitChaudhuri,224-5519
c-SurajitChaudhuri,359-0451
c-SurajitChaudhuri,359-0526
c-SurajitChaudhuri,98-8332
c-SurajitChaudhuri,06-3766
181-2732,s-TimosKSellis
181-2732,09-404-1
181-2732,n-VivekRNarasayya
181-2732,14-7259
181-2732,05-5881
41-7532,44-4775-2
97-5651,k-HenryFKorth
208-0023,16-4915
208-0023,14-7259
309-5894,14-7259
309-6286,14-7259
309-5790,14-7259
95-11518,14-7259
167-2111,82-231
167-2111,04-7892
167-2111,j-HVJagadish
167-2111,14-7259
197-6899,14-7259
72-7237,14-7259
82-5967,n-VivekRNarasayya
82-5967,179-2728
81-7801,14-7259
01-579,34-6522-1
56-16,n-VivekRNarasayya
11-780,n-VivekRNarasayya
02-11507,01-3589
198-0863,01-3589
85-292,01-3589
142-1427,01-3589
198-1447,01-3589
33-6917,n-VivekRNarasayya
93-3997,n-VivekRNarasayya
55-4458,s-SSudarshan1
222-9645,80-1651-2
222-9645,n-VivekRNarasayya
222-9645,81-10470
220-9205,n-VivekRNarasayya
273-6896,n-VivekRNarasayya
300-4383,n-VivekRNarasayya
35-10074,n-VivekRNarasayya
273-7130,n-VivekRNarasayya
273-7034,n-VivekRNarasayya
211-2846,85-9079
211-2846,58-3771
211-2846,09-404-1
211-2846,n-VivekRNarasayya
211-2846,179-2728
21-6018,n-VivekRNarasayya
224-5519,116-5135
359-0451,14-7259
359-0526,14-7259
98-8332,127-0138
k-HenryFKorth,82-6602
k-HenryFKorth,65-978
k-HenryFKorth,r-JohnTRobinson
k-HenryFKorth,59-6519
k-HenryFKorth,70-2878
k-HenryFKorth,265-5399
k-HenryFKorth,176-5714
k-HenryFKorth,11-4798
k-HenryFKorth,d-RobertLScotDrysdale
k-HenryFKorth,t-AllenBTucker
k-HenryFKorth,35-8864
k-HenryFKorth,349-7826
k-HenryFKorth,05-1442
k-HenryFKorth,25-598
k-HenryFKorth,81-1858
k-HenryFKorth,09-1585
k-HenryFKorth,00-602
k-HenryFKorth,12-2107
k-HenryFKorth,94-2457
k-HenryFKorth,91-1651
k-HenryFKorth,34-2471
k-HenryFKorth,13-3759
k-HenryFKorth,04-6084
k-HenryFKorth,02-3596
k-HenryFKorth,26-3005
k-HenryFKorth,35-6993
k-HenryFKorth,65-2765
k-HenryFKorth,18-5700
k-HenryFKorth,54-6223
k-HenryFKorth,294-7100
k-HenryFKorth,21-1682
k-HenryFKorth,44-2917
k-HenryFKorth,90-4916-1
k-HenryFKorth,w-AvishaiWool
k-HenryFKorth,368-5076
k-HenryFKorth,368-4941
k-HenryFKorth,368-4919
k-HenryFKorth,368-4871
k-HenryFKorth,24-477
k-HenryFKorth,22-5462
k-HenryFKorth,368-4801
k-HenryFKorth,258-7863
k-HenryFKorth,258-6951
k-HenryFKorth,02-5091
k-HenryFKorth,258-7107
k-HenryFKorth,65-720
82-6602,s-SSudarshan1
81-1858,s-SSudarshan1
09-1585,s-SSudarshan1
00-602,s-SSudarshan1
12-2107,s-SSudarshan1
94-2457,s-SSudarshan1
91-1651,s-SSudarshan1
34-2471,s-SSudarshan1
13-3759,s-SSudarshan1
04-6084,s-SSudarshan1
02-3596,s-SSudarshan1
g-PaoloGarza,289-2692
g-PaoloGarza,232-1617
g-PaoloGarza,289-2629
g-PaoloGarza,05-1900
g-PaoloGarza,11-5703
g-PaoloGarza,356-4847
g-PaoloGarza,32-6541
g-PaoloGarza,356-5219
g-PaoloGarza,152-9266
g-PaoloGarza,248-4081
g-PaoloGarza,163-4281
g-PaoloGarza,90-4624
g-PaoloGarza,236-7401
g-PaoloGarza,124-2727
g-PaoloGarza,236-7399
g-PaoloGarza,236-7402
g-PaoloGarza,02-5746
g-PaoloGarza,43-10313
g-PaoloGarza,225-8173
g-PaoloGarza,182-9355
g-PaoloGarza,184-5126
g-PaoloGarza,31-3693
g-PaoloGarza,164-1412
g-PaoloGarza,351-1061
g-PaoloGarza,279-5552
g-PaoloGarza,98-5305
g-PaoloGarza,65-4645
g-PaoloGarza,78-5465
g-PaoloGarza,340-0248
g-PaoloGarza,159-7975
g-PaoloGarza,198-3907
g-PaoloGarza,235-0376
g-PaoloGarza,245-5117
g-PaoloGarza,295-7143
g-PaoloGarza,45-229
g-PaoloGarza,136-8351
g-PaoloGarza,136-8430
g-PaoloGarza,48-10108
g-PaoloGarza,64-8247
g-PaoloGarza,210-1584
g-PaoloGarza,273-1921
g-PaoloGarza,267-6910
g-PaoloGarza,321-1682
g-PaoloGarza,202-4628
g-PaoloGarza,20-3139
g-PaoloGarza,169-4900
g-PaoloGarza,58-5547
g-PaoloGarza,236-7422
g-PaoloGarza,186-8831
g-PaoloGarza,262-8634
g-PaoloGarza,77-2058
g-PaoloGarza,137-2329
g-PaoloGarza,81-11076
g-PaoloGarza,50-52-3
g-PaoloGarza,213-1079
g-PaoloGarza,160-8766
g-PaoloGarza,c-CFChiasserini
g-PaoloGarza,m-MarcoAjmoneMarsan
g-PaoloGarza,280-4395
289-2692,77-5283
289-2692,225-2019
289-2692,60-7439
232-1617,77-5283
289-2629,77-5283
289-2629,60-7439
05-1900,77-5283
05-1900,60-7439
11-5703,77-5283
11-5703,225-2019
11-5703,60-7439
32-6541,77-5283
32-6541,60-7439
152-9266,77-5283
152-9266,60-7439
236-7401,77-5283
236-7401,225-2019
236-7401,60-7439
124-2727,77-5283
236-7399,77-5283
236-7402,77-5283
02-5746,77-5283
225-8173,60-7439
182-9355,60-7439
184-5126,77-5283
184-5126,60-7439
31-3693,77-5283
31-3693,60-7439
164-1412,77-5283
164-1412,60-7439
78-5465,77-5283
78-5465,60-7439
340-0248,60-7439
159-7975,77-5283
159-7975,60-7439
198-3907,77-5283
198-3907,225-2019
198-3907,60-7439
235-0376,77-5283
235-0376,225-2019
235-0376,60-7439
245-5117,77-5283
245-5117,225-2019
245-5117,60-7439
295-7143,04-7892
45-229,77-5283
45-229,60-7439
48-10108,77-5283
48-10108,60-7439
210-1584,77-5283
210-1584,225-2019
210-1584,60-7439
273-1921,77-5283
273-1921,225-2019
273-1921,60-7439
267-6910,77-5283
267-6910,60-7439
321-1682,60-7439
202-4628,60-7439
20-3139,77-5283
20-3139,60-7439
169-4900,77-5283
169-4900,60-7439
58-5547,77-5283
58-5547,60-7439
236-7422,77-5283
236-7422,60-7439
186-8831,k-GeorgiaKoutrika
186-8831,60-7439
81-11076,77-5283
50-52-3,77-5283
213-1079,77-5283
160-8766,77-5283
160-8766,225-2019
160-8766,60-7439
c-CFChiasserini,77-5283
m-MarcoAjmoneMarsan,77-5283
77-5283,226-3916
77-5283,236-7442
77-5283,97-6648
77-5283,96-886
77-5283,80-59
77-5283,07-8363
77-5283,61-10843
77-5283,65-2387
77-5283,88-2238
77-5283,36-8781
77-5283,41-8780
77-5283,10-348
77-5283,14-4413
77-5283,15-3796
77-5283,365-6410
77-5283,228-1667
77-5283,56-4159
77-5283,47-3929
77-5283,58-874
77-5283,49-1360
77-5283,171-6908
77-5283,190-5118
77-5283,34-808-2
77-5283,06-6785-69
77-5283,312-1215
77-5283,235-0342
77-5283,51-9518
77-5283,66-10319
77-5283,02-10320
77-5283,79-5240
77-5283,70-1286
77-5283,205-8664
77-5283,85-5704
77-5283,167-2642
77-5283,154-4377
77-5283,154-4299
77-5283,51-11157
77-5283,20-691
77-5283,157-9859
77-5283,262-0789
77-5283,256-1254
77-5283,120-6742
77-5283,136-5857
77-5283,281-1586
77-5283,176-5027
77-5283,158-7354
77-5283,236-7407
